"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
5e+10;0.010603;-0.392114;0.428245
1e+11;0.010603;-0.0157657;-0.0129131
1.5e+11;0.010603;-0.00523217;-0.0576108
2e+11;0.010603;0.00173173;0.0160767
2.5e+11;0.010603;-0.0044633;0.0183826
-2.5e+11;0.0108492;-0.00435672;-0.0194655
-2e+11;0.0108492;0.00099411;-0.0166961
-1.5e+11;0.0108492;-0.00612087;0.0595804
-1e+11;0.0108492;-0.0166984;0.0150636
-5e+10;0.0108492;-0.394704;-0.431831
0;0.0108492;1.05629e-11;0
5e+10;0.0108492;-0.394704;0.431831
1e+11;0.0108492;-0.0166984;-0.0150636
1.5e+11;0.0108492;-0.00612087;-0.0595804
2e+11;0.0108492;0.00099411;0.0166961
2.5e+11;0.0108492;-0.00435672;0.0194655
-2.5e+11;0.0110955;-0.0042382;-0.0205449
-2e+11;0.0110955;0.000269976;-0.0173166
-1.5e+11;0.0110955;-0.00699865;0.0615342
-1e+11;0.0110955;-0.0176316;0.0172192
-5e+10;0.0110955;-0.397208;-0.435339
0;0.0110955;3.01853e-12;0
5e+10;0.0110955;-0.397208;0.435339
1e+11;0.0110955;-0.0176316;-0.0172192
1.5e+11;0.0110955;-0.00699865;-0.0615342
2e+11;0.0110955;0.000269976;0.0173166
2.5e+11;0.0110955;-0.0042382;0.0205449
-2.5e+11;0.0113417;-0.00410665;-0.0216187
-2e+11;0.0113417;-0.000436253;-0.0179359
-1.5e+11;0.0113417;-0.00785852;0.0634705
-1e+11;0.0113417;-0.0185611;0.0193741
-5e+10;0.0113417;-0.399627;-0.438774
0;0.0113417;1.59202e-09;0
5e+10;0.0113417;-0.399627;0.438774
1e+11;0.0113417;-0.0185611;-0.0193741
1.5e+11;0.0113417;-0.00785852;-0.0634705
2e+11;0.0113417;-0.000436253;0.0179359
2.5e+11;0.0113417;-0.00410665;0.0216187
-2.5e+11;0.0115879;-0.00396006;-0.0226852
-2e+11;0.0115879;-0.00111941;-0.0185515
-1.5e+11;0.0115879;-0.00869213;0.0653874
-1e+11;0.0115879;-0.0194827;0.021521
-5e+10;0.0115879;-0.401962;-0.442137
0;0.0115879;3.84185e-09;0
5e+10;0.0115879;-0.401962;0.442137
1e+11;0.0115879;-0.0194827;-0.021521
1.5e+11;0.0115879;-0.00869213;-0.0653874
2e+11;0.0115879;-0.00111941;0.0185515
2.5e+11;0.0115879;-0.00396006;0.0226852
-2.5e+11;0.0118342;-0.00379484;-0.0237421
-2e+11;0.0118342;-0.00177244;-0.0191597
-1.5e+11;0.0118342;-0.00948647;0.0672807
-1e+11;0.0118342;-0.0203907;0.0236476
-5e+10;0.0118342;-0.404201;-0.44542
0;0.0118342;-9.19924e-10;0
5e+10;0.0118342;-0.404201;0.44542
1e+11;0.0118342;-0.0203907;-0.0236476
1.5e+11;0.0118342;-0.00948647;-0.0672807
2e+11;0.0118342;-0.00177244;0.0191597
2.5e+11;0.0118342;-0.00379484;0.0237421
-2.5e+11;0.0120804;-0.00360666;-0.0247877
-2e+11;0.0120804;-0.00238736;-0.0197592
-1.5e+11;0.0120804;-0.010235;0.0691507
-1e+11;0.0120804;-0.0212791;0.0257552
-5e+10;0.0120804;-0.406343;-0.448627
0;0.0120804;3.9775e-09;0
5e+10;0.0120804;-0.406343;0.448627
1e+11;0.0120804;-0.0212791;-0.0257552
1.5e+11;0.0120804;-0.010235;-0.0691507
2e+11;0.0120804;-0.00238736;0.0197592
2.5e+11;0.0120804;-0.00360666;0.0247877
-2.5e+11;0.0123266;-0.00338957;-0.0258188
-2e+11;0.0123266;-0.00295341;-0.0203448
-1.5e+11;0.0123266;-0.0109185;0.0709907
-1e+11;0.0123266;-0.0221401;0.0278259
-5e+10;0.0123266;-0.408368;-0.451744
0;0.0123266;-4.9744e-10;0
5e+10;0.0123266;-0.408368;0.451744
1e+11;0.0123266;-0.0221401;-0.0278259
1.5e+11;0.0123266;-0.0109185;-0.0709907
2e+11;0.0123266;-0.00295341;0.0203448
2.5e+11;0.0123266;-0.00338957;0.0258188
-2.5e+11;0.0125729;-0.00313898;-0.0268329
-2e+11;0.0125729;-0.00346073;-0.0209155
-1.5e+11;0.0125729;-0.011533;0.0728023
-1e+11;0.0125729;-0.0229681;0.0298681
-5e+10;0.0125729;-0.410275;-0.454778
0;0.0125729;1.03032e-08;0
5e+10;0.0125729;-0.410275;0.454778
1e+11;0.0125729;-0.0229681;-0.0298681
1.5e+11;0.0125729;-0.011533;-0.0728023
2e+11;0.0125729;-0.00346073;0.0209155
2.5e+11;0.0125729;-0.00313898;0.0268329
-2.5e+11;0.0128191;-0.00285327;-0.0278234
-2e+11;0.0128191;-0.0038992;-0.0214597
-1.5e+11;0.0128191;-0.0120462;0.0745674
-1e+11;0.0128191;-0.0237605;0.0318359
-5e+10;0.0128191;-0.412029;-0.457683
0;0.0128191;-6.14992e-10;0
5e+10;0.0128191;-0.412029;0.457683
1e+11;0.0128191;-0.0237605;-0.0318359
1.5e+11;0.0128191;-0.0120462;-0.0745674
2e+11;0.0128191;-0.0038992;0.0214597
2.5e+11;0.0128191;-0.00285327;0.0278234
-2.5e+11;0.0130653;-0.00253731;-0.0287851
-2e+11;0.0130653;-0.00426108;-0.0219776
-1.5e+11;0.0130653;-0.0124712;0.0762901
-1e+11;0.0130653;-0.0245236;0.0337586
-5e+10;0.0130653;-0.413651;-0.460485
0;0.0130653;-2.45302e-08;0
5e+10;0.0130653;-0.413651;0.460485
1e+11;0.0130653;-0.0245236;-0.0337586
1.5e+11;0.0130653;-0.0124712;-0.0762901
2e+11;0.0130653;-0.00426108;0.0219776
2.5e+11;0.0130653;-0.00253731;0.0287851
-2.5e+11;0.0133116;-0.00220247;-0.0297074
-2e+11;0.0133116;-0.00454152;-0.022456
-1.5e+11;0.0133116;-0.012788;0.077949
-1e+11;0.0133116;-0.0252705;0.0355957
-5e+10;0.0133116;-0.415122;-0.463141
0;0.0133116;4.62619e-10;0
