"FREQ";"Y";"r xyce/V(VOUT)";"i xyce/V(VOUT)"
2e+11;0.0075552;0.0485483;0.000399145
2.5e+11;0.0075552;-0.00870855;-0.00592269
-2.5e+11;0.00771908;-0.00878089;0.00607233
-2e+11;0.00771908;0.0503693;-0.00115675
-1.5e+11;0.00771908;-0.0415151;0.039196
-1e+11;0.00771908;-0.0132756;0.16274
-5e+10;0.00771908;-0.512806;-0.310743
0;0.00771908;-1.72542e-09;0
5e+10;0.00771908;-0.512806;0.310743
1e+11;0.00771908;-0.0132756;-0.16274
1.5e+11;0.00771908;-0.0415151;-0.039196
2e+11;0.00771908;0.0503693;0.00115675
2.5e+11;0.00771908;-0.00878089;-0.00607233
-2.5e+11;0.00788296;-0.0088601;0.00623363
-2e+11;0.00788296;0.0521725;-0.00191417
-1.5e+11;0.00788296;-0.0412881;0.0411671
-1e+11;0.00788296;-0.0122218;0.164047
-5e+10;0.00788296;-0.5155;-0.308819
0;0.00788296;-1.27752e-09;0
5e+10;0.00788296;-0.5155;0.308819
1e+11;0.00788296;-0.0122218;-0.164047
1.5e+11;0.00788296;-0.0412881;-0.0411671
2e+11;0.00788296;0.0521725;0.00191417
2.5e+11;0.00788296;-0.0088601;-0.00623363
-2.5e+11;0.00804684;-0.00894531;0.00640102
-2e+11;0.00804684;0.0539536;-0.00267166
-1.5e+11;0.00804684;-0.0410538;0.0431017
-1e+11;0.00804684;-0.011188;0.165359
-5e+10;0.00804684;-0.518147;-0.306943
0;0.00804684;1.26673e-08;0
5e+10;0.00804684;-0.518147;0.306943
1e+11;0.00804684;-0.011188;-0.165359
1.5e+11;0.00804684;-0.0410538;-0.0431017
2e+11;0.00804684;0.0539536;0.00267166
2.5e+11;0.00804684;-0.00894531;-0.00640102
-2.5e+11;0.00821072;-0.00903575;0.00657027
-2e+11;0.00821072;0.0557082;-0.00343001
-1.5e+11;0.00821072;-0.040812;0.0450033
-1e+11;0.00821072;-0.0101688;0.166664
-5e+10;0.00821072;-0.520752;-0.305102
0;0.00821072;-1.40871e-09;0
5e+10;0.00821072;-0.520752;0.305102
1e+11;0.00821072;-0.0101688;-0.166664
1.5e+11;0.00821072;-0.040812;-0.0450033
2e+11;0.00821072;0.0557082;0.00343001
2.5e+11;0.00821072;-0.00903575;-0.00657027
-2.5e+11;0.0083746;-0.0091312;0.00673885
-2e+11;0.0083746;0.0574336;-0.00418874
-1.5e+11;0.0083746;-0.0405627;0.0468727
-1e+11;0.0083746;-0.00916293;0.167956
-5e+10;0.0083746;-0.523317;-0.303292
0;0.0083746;-2.17633e-09;0
5e+10;0.0083746;-0.523317;0.303292
1e+11;0.0083746;-0.00916293;-0.167956
1.5e+11;0.0083746;-0.0405627;-0.0468727
2e+11;0.0083746;0.0574336;0.00418874
2.5e+11;0.0083746;-0.0091312;-0.00673885
-2.5e+11;0.00853848;-0.00923137;0.00690438
-2e+11;0.00853848;0.0591264;-0.00494811
-1.5e+11;0.00853848;-0.0403057;0.0487106
-1e+11;0.00853848;-0.00816886;0.169229
-5e+10;0.00853848;-0.525842;-0.301509
0;0.00853848;-9.59698e-10;0
5e+10;0.00853848;-0.525842;0.301509
1e+11;0.00853848;-0.00816886;-0.169229
1.5e+11;0.00853848;-0.0403057;-0.0487106
2e+11;0.00853848;0.0591264;0.00494811
2.5e+11;0.00853848;-0.00923137;-0.00690438
-2.5e+11;0.00870236;-0.00933624;0.00706502
-2e+11;0.00870236;0.0607833;-0.00570799
-1.5e+11;0.00870236;-0.0400408;0.0505171
-1e+11;0.00870236;-0.00718667;0.170477
-5e+10;0.00870236;-0.528326;-0.299752
0;0.00870236;-9.80834e-10;0
5e+10;0.00870236;-0.528326;0.299752
1e+11;0.00870236;-0.00718667;-0.170477
1.5e+11;0.00870236;-0.0400408;-0.0505171
2e+11;0.00870236;0.0607833;0.00570799
2.5e+11;0.00870236;-0.00933624;-0.00706502
-2.5e+11;0.00886624;-0.0094461;0.00721921
-2e+11;0.00886624;0.0624013;-0.00646802
-1.5e+11;0.00886624;-0.0397677;0.0522908
-1e+11;0.00886624;-0.0062175;0.171698
-5e+10;0.00886624;-0.530769;-0.298021
0;0.00886624;-2.06432e-09;0
5e+10;0.00886624;-0.530769;0.298021
1e+11;0.00886624;-0.0062175;-0.171698
1.5e+11;0.00886624;-0.0397677;-0.0522908
2e+11;0.00886624;0.0624013;0.00646802
2.5e+11;0.00886624;-0.0094461;-0.00721921
-2.5e+11;0.00903012;-0.00956148;0.00736522
-2e+11;0.00903012;0.0639767;-0.00722825
-1.5e+11;0.00903012;-0.0394862;0.0540303
-1e+11;0.00903012;-0.0052625;0.172885
-5e+10;0.00903012;-0.533167;-0.296317
0;0.00903012;-4.60595e-09;0
5e+10;0.00903012;-0.533167;0.296317
1e+11;0.00903012;-0.0052625;-0.172885
1.5e+11;0.00903012;-0.0394862;-0.0540303
2e+11;0.00903012;0.0639767;0.00722825
2.5e+11;0.00903012;-0.00956148;-0.00736522
-2.5e+11;0.009194;-0.00968331;0.00750128
-2e+11;0.009194;0.0655052;-0.00798875
-1.5e+11;0.009194;-0.0391961;0.0557329
-1e+11;0.009194;-0.00432349;0.174035
-5e+10;0.009194;-0.535516;-0.294642
0;0.009194;-3.38922e-09;0
5e+10;0.009194;-0.535516;0.294642
1e+11;0.009194;-0.00432349;-0.174035
1.5e+11;0.009194;-0.0391961;-0.0557329
2e+11;0.009194;0.0655052;0.00798875
